,date,City,positive,negative
1987,2020-07-29,Virginia,86994.0,988763.0
13347,2020-07-29,Utah,38855.0,481560.0
1703,2020-07-29,Indiana,63678.0,659939.0
12522,2020-07-29,Maine,3838.0,158211.0
10044,2020-07-29,Minnesota,52281.0,940144.0
8111,2020-07-29,Maryland,85524.0,792674.0
13897,2020-07-29,Connecticut,49077.0,716236.0
7280,2020-07-29,District of Columbia,11945.0,168050.0
10320,2020-07-29,Kansas,26172.0,258079.0
5058,2020-07-29,Arizona,165934.0,733156.0
1419,2020-07-29,Nebraska,24899.0,238876.0
5614,2020-07-29,Illinois,174973.0,2433528.0
2268,2020-07-29,Rhode Island,18725.0,183665.0
822,2020-07-29,Florida,435302.0,3075342.0
2830,2020-07-29,Michigan,87958.0,1704259.0
12797,2020-07-29,Montana,3475.0,161679.0
2549,2020-07-29,Wyoming,2589.0,49384.0
4780,2020-07-29,South Carolina,84109.0,595144.0
7557,2020-07-29,Ohio,86497.0,1332944.0
13072,2020-07-29,Oklahoma,33775.0,571890.0
9492,2020-07-29,Pennsylvania,109384.0,1073863.0
10596,2020-07-29,Kentucky,28126.0,539614.0
9768,2020-07-29,Arkansas,40181.0,454637.0
5892,2020-07-29,New Hampshire,6500.0,149583.0
13622,2020-07-29,Alabama,82366.0,584493.0
9769,2020-07-30,Arkansas,40968.0,460958.0
13898,2020-07-30,Connecticut,49540.0,729058.0
11423,2020-07-30,Louisiana,112773.0,1202909.0
11698,2020-07-30,North Dakota,6221.0,145560.0
190,2020-07-30,Washington,58530.0,1022223.0
7835,2020-07-30,New Mexico,20136.0,531249.0
13623,2020-07-30,Alabama,83782.0,594346.0
8665,2020-07-30,Delaware,14602.0,164174.0
12523,2020-07-30,Maine,3866.0,160919.0
11973,2020-07-30,Missouri,46750.0,626299.0
13348,2020-07-30,Utah,39194.0,486084.0
9217,2020-07-30,Iowa,43277.0,425060.0
11148,2020-07-30,South Dakota,8641.0,101660.0
8112,2020-07-30,Maryland,86285.0,806788.0
12248,2020-07-30,Mississippi,55804.0,392302.0
10321,2020-07-30,Kansas,26870.0,258079.0
13073,2020-07-30,Oklahoma,34623.0,579276.0
8941,2020-07-30,Alaska,2803.0,222170.0
8389,2020-07-30,Nevada,45806.0,416821.0
9493,2020-07-30,Pennsylvania,110218.0,1088859.0
14173,2020-07-30,Idaho,19222.0,155840.0
10597,2020-07-30,Kentucky,28727.0,549920.0
10873,2020-07-30,West Virginia,6326.0,271059.0
10045,2020-07-30,Minnesota,52947.0,954190.0
12798,2020-07-30,Montana,3676.0,164802.0
510,2020-07-30,Massachusetts,116684.0,1052054.0
7281,2020-07-30,District of Columbia,11999.0,170933.0
4781,2020-07-30,South Carolina,85846.0,603819.0
2550,2020-07-30,Wyoming,2628.0,49955.0
4225,2020-07-30,Colorado,45796.0,480142.0
5059,2020-07-30,Arizona,168273.0,742468.0
2269,2020-07-30,Rhode Island,18800.0,185569.0
7004,2020-07-30,Tennessee,100822.0,1377941.0
5337,2020-07-30,North Carolina,117850.0,1604730.0
1124,2020-07-30,New Jersey,180766.0,1878594.0
1704,2020-07-30,Indiana,64299.0,670595.0
3947,2020-07-30,California,475305.0,7148338.0
823,2020-07-30,Florida,444622.0,3117738.0
2831,2020-07-30,Michigan,88974.0,1723397.0
5893,2020-07-30,New Hampshire,6500.0,150884.0
3669,2020-07-30,Wisconsin,54988.0,867602.0
5615,2020-07-30,Illinois,176366.0,2472890.0
6727,2020-07-30,Oregon,17721.0,380508.0
7558,2020-07-30,Ohio,87893.0,1356846.0
3111,2020-07-30,New York,413593.0,5405998.0
6449,2020-07-30,Georgia,178323.0,1359103.0
3390,2020-07-30,Vermont,1407.0,90055.0
1988,2020-07-30,Virginia,87993.0,1006069.0
1420,2020-07-30,Nebraska,25157.0,241471.0
4503,2020-07-30,Texas,403307.0,3197367.0
6171,2020-07-30,Hawaii,1757.0,117347.0
3391,2020-07-31,Vermont,1408.0,91077.0
4226,2020-07-31,Colorado,46204.0,486594.0
13899,2020-07-31,Connecticut,49670.0,744186.0
7282,2020-07-31,District of Columbia,12057.0,176615.0
11149,2020-07-31,South Dakota,8685.0,102871.0
191,2020-07-31,Washington,59263.0,1036352.0
3112,2020-07-31,New York,414370.0,5474223.0
2551,2020-07-31,Wyoming,2686.0,50573.0
2832,2020-07-31,Michigan,89781.0,1753873.0
13074,2020-07-31,Oklahoma,35740.0,589091.0
8390,2020-07-31,Nevada,46824.0,421815.0
7005,2020-07-31,Tennessee,102871.0,1407446.0
12524,2020-07-31,Maine,3888.0,163255.0
11974,2020-07-31,Missouri,48834.0,636450.0
7559,2020-07-31,Ohio,89626.0,1377175.0
3948,2020-07-31,California,485502.0,7317453.0
11424,2020-07-31,Louisiana,114481.0,1225963.0
12799,2020-07-31,Montana,3814.0,166005.0
1705,2020-07-31,Indiana,65253.0,681229.0
824,2020-07-31,Florida,454457.0,3157702.0
12249,2020-07-31,Mississippi,57579.0,395758.0
3670,2020-07-31,Wisconsin,56079.0,882149.0
11699,2020-07-31,North Dakota,6294.0,147495.0
13349,2020-07-31,Utah,39696.0,490072.0
1989,2020-07-31,Virginia,88904.0,1020859.0
1421,2020-07-31,Nebraska,25422.0,245190.0
5894,2020-07-31,New Hampshire,6513.0,151765.0
9218,2020-07-31,Iowa,44038.0,429830.0
5616,2020-07-31,Illinois,178138.0,2520731.0
9770,2020-07-31,Arkansas,41759.0,460958.0
13624,2020-07-31,Alabama,85762.0,601744.0
511,2020-07-31,Massachusetts,117098.0,1070818.0
8666,2020-07-31,Delaware,14689.0,166259.0
6450,2020-07-31,Georgia,182286.0,1388335.0
6728,2020-07-31,Oregon,18131.0,385701.0
9494,2020-07-31,Pennsylvania,111078.0,1104824.0
1125,2020-07-31,New Jersey,180970.0,1914669.0
10046,2020-07-31,Minnesota,53692.0,779891.0
7836,2020-07-31,New Mexico,20388.0,537412.0
14174,2020-07-31,Idaho,19679.0,158864.0
5060,2020-07-31,Arizona,170798.0,759733.0
10322,2020-07-31,Kansas,26870.0,264695.0
2270,2020-07-31,Rhode Island,18950.0,186994.0
4782,2020-07-31,South Carolina,87572.0,603819.0
10598,2020-07-31,Kentucky,29386.0,557672.0
8942,2020-07-31,Alaska,2887.0,230113.0
8113,2020-07-31,Maryland,87177.0,822845.0
4504,2020-07-31,Texas,412107.0,3248806.0
10874,2020-07-31,West Virginia,6422.0,277346.0
5338,2020-07-31,North Carolina,120194.0,1634954.0
6172,2020-07-31,Hawaii,1865.0,119379.0
7283,2020-08-01,District of Columbia,12126.0,181576.0
7837,2020-08-01,New Mexico,20600.0,545090.0
13075,2020-08-01,Oklahoma,36487.0,599461.0
1990,2020-08-01,Virginia,89888.0,1036560.0
2833,2020-08-01,Michigan,90574.0,1785498.0
13350,2020-08-01,Utah,40196.0,494813.0
12800,2020-08-01,Montana,3965.0,167472.0
1126,2020-08-01,New Jersey,181660.0,1914669.0
2552,2020-08-01,Wyoming,2726.0,50573.0
2271,2020-08-01,Rhode Island,19022.0,186994.0
12525,2020-08-01,Maine,3912.0,165809.0
14175,2020-08-01,Idaho,20246.0,161152.0
3949,2020-08-01,California,493588.0,7386457.0
3113,2020-08-01,New York,415014.0,5556207.0
8943,2020-08-01,Alaska,2993.0,235496.0
6451,2020-08-01,Georgia,186352.0,1406073.0
9219,2020-08-01,Iowa,44582.0,433994.0
6173,2020-08-01,Hawaii,1989.0,121140.0
9495,2020-08-01,Pennsylvania,112048.0,1119386.0
5895,2020-08-01,New Hampshire,6544.0,154349.0
5617,2020-08-01,Illinois,180118.0,2558901.0
9771,2020-08-01,Arkansas,42511.0,471408.0
8667,2020-08-01,Delaware,14788.0,168019.0
6729,2020-08-01,Oregon,18492.0,390799.0
5339,2020-08-01,North Carolina,122148.0,1662534.0
10047,2020-08-01,Minnesota,54463.0,791080.0
5061,2020-08-01,Arizona,174010.0,771648.0
10323,2020-08-01,Kansas,27812.0,264695.0
8114,2020-08-01,Maryland,88346.0,839989.0
4783,2020-08-01,South Carolina,89016.0,621270.0
4505,2020-08-01,Texas,420946.0,3317294.0
10875,2020-08-01,West Virginia,6642.0,280489.0
4227,2020-08-01,Colorado,46809.0,493305.0
11150,2020-08-01,South Dakota,8764.0,104065.0
8391,2020-08-01,Nevada,48088.0,425146.0
7006,2020-08-01,Tennessee,105959.0,1434669.0
11425,2020-08-01,Louisiana,116280.0,1225963.0
825,2020-08-01,Florida,463357.0,3199415.0
11700,2020-08-01,North Dakota,6461.0,149583.0
192,2020-08-01,Washington,59950.0,1044938.0
3671,2020-08-01,Wisconsin,56934.0,895945.0
11975,2020-08-01,Missouri,50323.0,645487.0
3392,2020-08-01,Vermont,1416.0,92017.0
12250,2020-08-01,Mississippi,58747.0,401592.0
10599,2020-08-01,Kentucky,30151.0,565951.0
7560,2020-08-01,Ohio,91159.0,1400816.0
512,2020-08-01,Massachusetts,117612.0,1083123.0
13625,2020-08-01,Alabama,87723.0,608022.0
1422,2020-08-01,Nebraska,25766.0,249048.0
1706,2020-08-01,Indiana,66154.0,691484.0
13900,2020-08-01,Connecticut,49810.0,744186.0
12526,2020-08-02,Maine,3937.0,168116.0
11701,2020-08-02,North Dakota,6593.0,149583.0
13901,2020-08-02,Connecticut,49810.0,744186.0
11151,2020-08-02,South Dakota,8867.0,104998.0
2553,2020-08-02,Wyoming,2769.0,50573.0
2272,2020-08-02,Rhode Island,19022.0,186994.0
1991,2020-08-02,Virginia,90801.0,1048244.0
6730,2020-08-02,Oregon,18817.0,394560.0
9220,2020-08-02,Iowa,44976.0,438626.0
3393,2020-08-02,Vermont,1421.0,93176.0
8944,2020-08-02,Alaska,3137.0,239817.0
8115,2020-08-02,Maryland,89365.0,854512.0
7284,2020-08-02,District of Columbia,12205.0,184918.0
13626,2020-08-02,Alabama,89349.0,614626.0
10600,2020-08-02,Kentucky,30723.0,565951.0
1127,2020-08-02,New Jersey,182029.0,1963528.0
13351,2020-08-02,Utah,40702.0,498527.0
193,2020-08-02,Washington,60360.0,1049497.0
5062,2020-08-02,Arizona,177002.0,777961.0
13076,2020-08-02,Oklahoma,37731.0,599461.0
4506,2020-08-02,Texas,430485.0,3317294.0
3672,2020-08-02,Wisconsin,58058.0,904666.0
5340,2020-08-02,North Carolina,123878.0,1688291.0
10048,2020-08-02,Minnesota,55188.0,802394.0
11976,2020-08-02,Missouri,51258.0,650627.0
10876,2020-08-02,West Virginia,6735.0,284358.0
4228,2020-08-02,Colorado,47267.0,499496.0
513,2020-08-02,Massachusetts,118040.0,1096082.0
8668,2020-08-02,Delaware,14877.0,169962.0
12251,2020-08-02,Mississippi,59881.0,401592.0
6174,2020-08-02,Hawaii,2111.0,124444.0
14176,2020-08-02,Idaho,20721.0,163185.0
7007,2020-08-02,Tennessee,108184.0,1452671.0
6452,2020-08-02,Georgia,190012.0,1431463.0
7838,2020-08-02,New Mexico,20796.0,553237.0
9772,2020-08-02,Arkansas,43173.0,471408.0
12801,2020-08-02,Montana,4081.0,170102.0
8392,2020-08-02,Nevada,49074.0,431914.0
3114,2020-08-02,New York,415767.0,5614637.0
7561,2020-08-02,Ohio,92087.0,1424515.0
1423,2020-08-02,Nebraska,26211.0,250852.0
2834,2020-08-02,Michigan,91332.0,1810080.0
1707,2020-08-02,Indiana,67122.0,701186.0
3950,2020-08-02,California,500130.0,7526813.0
5896,2020-08-02,New Hampshire,6613.0,154349.0
4784,2020-08-02,South Carolina,90599.0,630469.0
826,2020-08-02,Florida,472859.0,3233865.0
9496,2020-08-02,Pennsylvania,112936.0,1130979.0
10324,2020-08-02,Kansas,27812.0,264695.0
5618,2020-08-02,Illinois,181757.0,2596379.0
11426,2020-08-02,Louisiana,116280.0,1259693.0
7285,2020-08-03,District of Columbia,12274.0,186502.0
11977,2020-08-03,Missouri,51840.0,660061.0
4507,2020-08-03,Texas,430485.0,3392572.0
14177,2020-08-03,Idaho,21114.0,163993.0
13352,2020-08-03,Utah,41175.0,501540.0
13627,2020-08-03,Alabama,91444.0,621390.0
13077,2020-08-03,Oklahoma,38225.0,599461.0
1128,2020-08-03,New Jersey,182350.0,1981966.0
6175,2020-08-03,Hawaii,2197.0,125037.0
5619,2020-08-03,Illinois,183224.0,2623556.0
3115,2020-08-03,New York,416298.0,5665931.0
1424,2020-08-03,Nebraska,26391.0,254404.0
3394,2020-08-03,Vermont,1425.0,93673.0
4785,2020-08-03,South Carolina,91788.0,638724.0
2273,2020-08-03,Rhode Island,19022.0,190820.0
8116,2020-08-03,Maryland,90274.0,869493.0
10601,2020-08-03,Kentucky,31185.0,568785.0
12252,2020-08-03,Mississippi,60553.0,401592.0
10325,2020-08-03,Kansas,27812.0,272963.0
9497,2020-08-03,Pennsylvania,113590.0,1142414.0
5063,2020-08-03,Arizona,178467.0,784921.0
8669,2020-08-03,Delaware,14949.0,172604.0
2835,2020-08-03,Michigan,91761.0,1834449.0
6453,2020-08-03,Georgia,193177.0,1450966.0
514,2020-08-03,Massachusetts,118458.0,1108195.0
8945,2020-08-03,Alaska,3273.0,242476.0
8393,2020-08-03,Nevada,50205.0,433667.0
7839,2020-08-03,New Mexico,21016.0,556680.0
9221,2020-08-03,Iowa,45492.0,440634.0
2554,2020-08-03,Wyoming,2808.0,52032.0
1992,2020-08-03,Virginia,91782.0,1062002.0
11152,2020-08-03,South Dakota,8955.0,105628.0
11702,2020-08-03,North Dakota,6649.0,151966.0
5897,2020-08-03,New Hampshire,6613.0,155988.0
7008,2020-08-03,Tennessee,109627.0,1463897.0
827,2020-08-03,Florida,479915.0,3260914.0
12802,2020-08-03,Montana,4193.0,175275.0
6731,2020-08-03,Oregon,19097.0,397765.0
3951,2020-08-03,California,509162.0,7669795.0
10877,2020-08-03,West Virginia,6854.0,288073.0
11427,2020-08-03,Louisiana,119747.0,1273064.0
10049,2020-08-03,Minnesota,55947.0,815444.0
3673,2020-08-03,Wisconsin,58990.0,911435.0
5341,2020-08-03,North Carolina,125219.0,1710878.0
4229,2020-08-03,Colorado,47716.0,504035.0
9773,2020-08-03,Arkansas,43173.0,482803.0
194,2020-08-03,Washington,60588.0,1066191.0
12527,2020-08-03,Maine,3958.0,170175.0
7562,2020-08-03,Ohio,93031.0,1441580.0
13902,2020-08-03,Connecticut,49810.0,779120.0
1708,2020-08-03,Indiana,67857.0,707049.0
9774,2020-08-04,Arkansas,44597.0,488518.0
12803,2020-08-04,Montana,4233.0,176922.0
3116,2020-08-04,New York,416843.0,5736178.0
10050,2020-08-04,Minnesota,56560.0,820949.0
1425,2020-08-04,Nebraska,26702.0,256903.0
8670,2020-08-04,Delaware,15055.0,174171.0
5064,2020-08-04,Arizona,179497.0,790739.0
8117,2020-08-04,Maryland,91144.0,880492.0
2555,2020-08-04,Wyoming,2848.0,52359.0
5898,2020-08-04,New Hampshire,6634.0,158176.0
13078,2020-08-04,Oklahoma,38602.0,617813.0
6732,2020-08-04,Oregon,19366.0,400215.0
14178,2020-08-04,Idaho,21344.0,166103.0
12528,2020-08-04,Maine,3970.0,171786.0
5342,2020-08-04,North Carolina,126532.0,1725865.0
7286,2020-08-04,District of Columbia,12313.0,187729.0
9498,2020-08-04,Pennsylvania,114155.0,1156520.0
2836,2020-08-04,Michigan,92374.0,1861240.0
3952,2020-08-04,California,514901.0,7786286.0
5620,2020-08-04,Illinois,184522.0,2664683.0
10326,2020-08-04,Kansas,28876.0,272963.0
9222,2020-08-04,Iowa,45841.0,444329.0
6176,2020-08-04,Hawaii,2242.0,128264.0
10878,2020-08-04,West Virginia,6973.0,291388.0
1709,2020-08-04,Indiana,68433.0,715763.0
13903,2020-08-04,Connecticut,50062.0,786161.0
1129,2020-08-04,New Jersey,182614.0,1981966.0
11153,2020-08-04,South Dakota,9020.0,106302.0
3674,2020-08-04,Wisconsin,59401.0,928845.0
515,2020-08-04,Massachusetts,118657.0,1123073.0
6454,2020-08-04,Georgia,195435.0,1466464.0
828,2020-08-04,Florida,484729.0,3287128.0
4230,2020-08-04,Colorado,47968.0,507028.0
11703,2020-08-04,North Dakota,6776.0,153537.0
1993,2020-08-04,Virginia,93106.0,1073787.0
195,2020-08-04,Washington,61428.0,1081726.0
8394,2020-08-04,Nevada,51199.0,436908.0
8946,2020-08-04,Alaska,3331.0,249257.0
7840,2020-08-04,New Mexico,21130.0,569485.0
13353,2020-08-04,Utah,41529.0,505659.0
4508,2020-08-04,Texas,442014.0,3433667.0
13628,2020-08-04,Alabama,92661.0,628599.0
7009,2020-08-04,Tennessee,110636.0,1480209.0
3395,2020-08-04,Vermont,1426.0,95098.0
2274,2020-08-04,Rhode Island,19246.0,192563.0
11428,2020-08-04,Louisiana,120846.0,1325396.0
11978,2020-08-04,Missouri,52887.0,667443.0
4786,2020-08-04,South Carolina,92951.0,646267.0
7563,2020-08-04,Ohio,93963.0,1460706.0
10602,2020-08-04,Kentucky,31508.0,575658.0
12253,2020-08-04,Mississippi,61125.0,401592.0
9775,2020-08-05,Arkansas,45381.0,488518.0
3953,2020-08-05,California,519427.0,7884678.0
829,2020-08-05,Florida,490086.0,3312145.0
11429,2020-08-05,Louisiana,124461.0,1343924.0
2837,2020-08-05,Michigan,93175.0,1886579.0
1710,2020-08-05,Indiana,69255.0,722250.0
12804,2020-08-05,Montana,4314.0,178695.0
7010,2020-08-05,Tennessee,112441.0,1497947.0
8671,2020-08-05,Delaware,15137.0,175404.0
8395,2020-08-05,Nevada,52179.0,438289.0
196,2020-08-05,Washington,62267.0,1096069.0
11704,2020-08-05,North Dakota,6925.0,154957.0
10327,2020-08-05,Kansas,28876.0,279001.0
4787,2020-08-05,South Carolina,94190.0,653150.0
12254,2020-08-05,Mississippi,62199.0,414378.0
5065,2020-08-05,Arizona,180505.0,803339.0
8118,2020-08-05,Maryland,91854.0,889969.0
10603,2020-08-05,Kentucky,32197.0,588081.0
3396,2020-08-05,Vermont,1431.0,95681.0
11979,2020-08-05,Missouri,54080.0,675253.0
7287,2020-08-05,District of Columbia,12398.0,190382.0
10051,2020-08-05,Minnesota,57162.0,829844.0
13904,2020-08-05,Connecticut,50110.0,797884.0
10879,2020-08-05,West Virginia,7051.0,295435.0
3675,2020-08-05,Wisconsin,60171.0,944984.0
3117,2020-08-05,New York,417589.0,5808210.0
12529,2020-08-05,Maine,3975.0,174253.0
6733,2020-08-05,Oregon,19699.0,406823.0
4231,2020-08-05,Colorado,48394.0,516331.0
11154,2020-08-05,South Dakota,9079.0,107206.0
4509,2020-08-05,Texas,451181.0,3448348.0
5343,2020-08-05,North Carolina,128161.0,1744380.0
13354,2020-08-05,Utah,41907.0,510131.0
7841,2020-08-05,New Mexico,21340.0,575842.0
6177,2020-08-05,Hawaii,2448.0,129935.0
2275,2020-08-05,Rhode Island,19390.0,194054.0
2556,2020-08-05,Wyoming,2884.0,52791.0
5899,2020-08-05,New Hampshire,6660.0,159283.0
14179,2020-08-05,Idaho,21675.0,169653.0
1426,2020-08-05,Nebraska,26956.0,259927.0
6455,2020-08-05,Georgia,197948.0,1493511.0
516,2020-08-05,Massachusetts,119203.0,1139951.0
9223,2020-08-05,Iowa,46042.0,449769.0
7564,2020-08-05,Ohio,95106.0,1478308.0
13079,2020-08-05,Oklahoma,39463.0,624166.0
5621,2020-08-05,Illinois,185993.0,2709592.0
9499,2020-08-05,Pennsylvania,115009.0,1169011.0
8947,2020-08-05,Alaska,3392.0,253832.0
1130,2020-08-05,New Jersey,182970.0,2003691.0
1994,2020-08-05,Virginia,94251.0,1084707.0
13629,2020-08-05,Alabama,93702.0,632806.0
11705,2020-08-06,North Dakota,7047.0,156542.0
13355,2020-08-06,Utah,42328.0,514499.0
8119,2020-08-06,Maryland,92426.0,899136.0
8672,2020-08-06,Delaware,15296.0,177338.0
6178,2020-08-06,Hawaii,2591.0,132146.0
9500,2020-08-06,Pennsylvania,115714.0,1183730.0
11980,2020-08-06,Missouri,55321.0,685928.0
2557,2020-08-06,Wyoming,2923.0,53150.0
1995,2020-08-06,Virginia,95049.0,1099060.0
14180,2020-08-06,Idaho,22234.0,171886.0
6734,2020-08-06,Oregon,19979.0,412037.0
13080,2020-08-06,Oklahoma,40564.0,633252.0
13905,2020-08-06,Connecticut,50225.0,806853.0
6456,2020-08-06,Georgia,201713.0,1519867.0
7288,2020-08-06,District of Columbia,12443.0,193465.0
8948,2020-08-06,Alaska,3447.0,258085.0
1711,2020-08-06,Indiana,69975.0,733330.0
9224,2020-08-06,Iowa,46659.0,455759.0
3676,2020-08-06,Wisconsin,61110.0,961851.0
12530,2020-08-06,Maine,3992.0,176919.0
11155,2020-08-06,South Dakota,9168.0,108301.0
12255,2020-08-06,Mississippi,63444.0,418141.0
4788,2020-08-06,South Carolina,95472.0,659348.0
5344,2020-08-06,North Carolina,129288.0,1773483.0
830,2020-08-06,Florida,495510.0,3346974.0
10052,2020-08-06,Minnesota,57779.0,840840.0
8396,2020-08-06,Nevada,52828.0,446638.0
10328,2020-08-06,Kansas,29717.0,279001.0
5066,2020-08-06,Arizona,182203.0,812217.0
12805,2020-08-06,Montana,4429.0,181213.0
7565,2020-08-06,Ohio,96305.0,1500568.0
11430,2020-08-06,Louisiana,125943.0,1357726.0
5900,2020-08-06,New Hampshire,6693.0,160688.0
5622,2020-08-06,Illinois,187752.0,2749325.0
9776,2020-08-06,Arkansas,46293.0,492808.0
3954,2020-08-06,California,524722.0,7970483.0
517,2020-08-06,Massachusetts,119643.0,1151344.0
197,2020-08-06,Washington,62992.0,1109952.0
3397,2020-08-06,Vermont,1436.0,96669.0
10604,2020-08-06,Kentucky,32741.0,599190.0
4510,2020-08-06,Texas,459887.0,3476995.0
3118,2020-08-06,New York,418225.0,5879877.0
1427,2020-08-06,Nebraska,27178.0,262692.0
7011,2020-08-06,Tennessee,114098.0,1518841.0
2838,2020-08-06,Michigan,93893.0,1911922.0
10880,2020-08-06,West Virginia,7159.0,300132.0
1131,2020-08-06,New Jersey,183327.0,2046544.0
2276,2020-08-06,Rhode Island,19481.0,196112.0
7842,2020-08-06,New Mexico,21566.0,582609.0
4232,2020-08-06,Colorado,48988.0,521927.0
13630,2020-08-06,Alabama,94654.0,643192.0
13356,2020-08-07,Utah,42915.0,519364.0
7289,2020-08-07,District of Columbia,12518.0,196136.0
3119,2020-08-07,New York,418928.0,5949333.0
8949,2020-08-07,Alaska,3487.0,265309.0
5901,2020-08-07,New Hampshire,6719.0,161723.0
10329,2020-08-07,Kansas,29717.0,285874.0
11706,2020-08-07,North Dakota,7169.0,158374.0
5067,2020-08-07,Arizona,183647.0,819792.0
8120,2020-08-07,Maryland,93005.0,913018.0
4789,2020-08-07,South Carolina,96797.0,669742.0
10053,2020-08-07,Minnesota,58640.0,851086.0
518,2020-08-07,Massachusetts,119874.0,1165764.0
198,2020-08-07,Washington,63698.0,1124308.0
10881,2020-08-07,West Virginia,7277.0,305244.0
4233,2020-08-07,Colorado,49436.0,529238.0
13081,2020-08-07,Oklahoma,41401.0,643560.0
6179,2020-08-07,Hawaii,2763.0,132370.0
1712,2020-08-07,Indiana,71015.0,744850.0
12531,2020-08-07,Maine,3997.0,179708.0
3677,2020-08-07,Wisconsin,61985.0,974948.0
7566,2020-08-07,Ohio,97471.0,1524420.0
9777,2020-08-07,Arkansas,47028.0,503484.0
13631,2020-08-07,Alabama,96592.0,651115.0
5623,2020-08-07,Illinois,189705.0,2794110.0
3955,2020-08-07,California,529980.0,8058466.0
7012,2020-08-07,Tennessee,116350.0,1543250.0
2839,2020-08-07,Michigan,94656.0,1941125.0
9225,2020-08-07,Iowa,47361.0,460835.0
7843,2020-08-07,New Mexico,21773.0,590889.0
2277,2020-08-07,Rhode Island,19611.0,198235.0
8397,2020-08-07,Nevada,53557.0,452465.0
8673,2020-08-07,Delaware,15365.0,179339.0
12806,2020-08-07,Montana,4602.0,182999.0
13906,2020-08-07,Connecticut,50245.0,814313.0
3398,2020-08-07,Vermont,1446.0,97540.0
2558,2020-08-07,Wyoming,2958.0,53625.0
6457,2020-08-07,Georgia,204895.0,1544125.0
1428,2020-08-07,Nebraska,27489.0,266081.0
1132,2020-08-07,New Jersey,183701.0,2068731.0
831,2020-08-07,Florida,503083.0,3378864.0
12256,2020-08-07,Mississippi,64400.0,421776.0
4511,2020-08-07,Texas,467485.0,3526008.0
14181,2020-08-07,Idaho,22707.0,175301.0
11431,2020-08-07,Louisiana,127246.0,1376256.0
11156,2020-08-07,South Dakota,9273.0,109356.0
11981,2020-08-07,Missouri,56383.0,695361.0
5345,2020-08-07,North Carolina,131267.0,1807000.0
9501,2020-08-07,Pennsylvania,116521.0,1199620.0
1996,2020-08-07,Virginia,95867.0,1110863.0
6735,2020-08-07,Oregon,20225.0,417057.0
10605,2020-08-07,Kentucky,33254.0,608198.0
9226,2020-08-08,Iowa,47865.0,465264.0
4512,2020-08-08,Texas,474524.0,3531174.0
10606,2020-08-08,Kentucky,33796.0,613857.0
6180,2020-08-08,Hawaii,2914.0,136131.0
13632,2020-08-08,Alabama,98301.0,651115.0
10330,2020-08-08,Kansas,30638.0,285874.0
10882,2020-08-08,West Virginia,7433.0,310357.0
13907,2020-08-08,Connecticut,50320.0,814313.0
4790,2020-08-08,South Carolina,98219.0,678615.0
12257,2020-08-08,Mississippi,65436.0,426944.0
11982,2020-08-08,Missouri,57379.0,695361.0
13357,2020-08-08,Utah,43375.0,523627.0
3399,2020-08-08,Vermont,1447.0,98330.0
2278,2020-08-08,Rhode Island,19738.0,200133.0
519,2020-08-08,Massachusetts,120291.0,1182033.0
3120,2020-08-08,New York,419642.0,6023487.0
7290,2020-08-08,District of Columbia,12589.0,200681.0
9778,2020-08-08,Arkansas,48039.0,503484.0
1997,2020-08-08,Virginia,97882.0,1123839.0
9502,2020-08-08,Pennsylvania,117279.0,1214965.0
5346,2020-08-08,North Carolina,132812.0,1835000.0
11157,2020-08-08,South Dakota,9371.0,110510.0
3678,2020-08-08,Wisconsin,63028.0,986945.0
7844,2020-08-08,New Mexico,21965.0,598013.0
7013,2020-08-08,Tennessee,118782.0,1564901.0
12532,2020-08-08,Maine,4014.0,182375.0
1133,2020-08-08,New Jersey,184061.0,2068363.0
6736,2020-08-08,Oregon,20636.0,417057.0
2559,2020-08-08,Wyoming,3000.0,53625.0
2840,2020-08-08,Michigan,95470.0,1978930.0
8674,2020-08-08,Delaware,15445.0,180392.0
8398,2020-08-08,Nevada,54533.0,457600.0
832,2020-08-08,Florida,510624.0,3419295.0
11707,2020-08-08,North Dakota,7318.0,159859.0
6458,2020-08-08,Georgia,209004.0,1584539.0
10054,2020-08-08,Minnesota,59185.0,861296.0
14182,2020-08-08,Idaho,23399.0,179049.0
1429,2020-08-08,Nebraska,27821.0,269434.0
3956,2020-08-08,California,538416.0,8161740.0
5902,2020-08-08,New Hampshire,6742.0,164433.0
5624,2020-08-08,Illinois,191808.0,2839936.0
1713,2020-08-08,Indiana,72254.0,755179.0
5068,2020-08-08,Arizona,185053.0,830414.0
11432,2020-08-08,Louisiana,128746.0,1376256.0
199,2020-08-08,Washington,64357.0,1133284.0
7567,2020-08-08,Ohio,98675.0,1544524.0
4234,2020-08-08,Colorado,49893.0,535556.0
8121,2020-08-08,Maryland,93806.0,924942.0
12807,2020-08-08,Montana,4757.0,183957.0
13082,2020-08-08,Oklahoma,42255.0,650485.0
8950,2020-08-08,Alaska,3542.0,269972.0
7014,2020-08-09,Tennessee,120585.0,1590408.0
6459,2020-08-09,Georgia,213427.0,1618452.0
1134,2020-08-09,New Jersey,184429.0,2117079.0
7568,2020-08-09,Ohio,99969.0,1567700.0
11433,2020-08-09,Louisiana,128746.0,1409172.0
11158,2020-08-09,South Dakota,9477.0,111292.0
7845,2020-08-09,New Mexico,22115.0,605312.0
833,2020-08-09,Florida,518967.0,3452857.0
11983,2020-08-09,Missouri,57379.0,695361.0
