,date,City,positive,negative
1998,2020-08-09,Virginia,99189.0,1144172.0
4513,2020-08-09,Texas,481483.0,3539502.0
11708,2020-08-09,North Dakota,7498.0,161076.0
13358,2020-08-09,Utah,43751.0,527717.0
8951,2020-08-09,Alaska,3621.0,274201.0
4235,2020-08-09,Colorado,50324.0,541180.0
200,2020-08-09,Washington,64723.0,1138079.0
10883,2020-08-09,West Virginia,7563.0,315378.0
1714,2020-08-09,Indiana,73287.0,766797.0
6181,2020-08-09,Hawaii,3115.0,138598.0
3679,2020-08-09,Wisconsin,64213.0,993742.0
8399,2020-08-09,Nevada,55419.0,461374.0
13908,2020-08-09,Connecticut,50320.0,814313.0
14183,2020-08-09,Idaho,23922.0,180336.0
3121,2020-08-09,New York,420345.0,6088784.0
4791,2020-08-09,South Carolina,99460.0,685549.0
6737,2020-08-09,Oregon,21010.0,425765.0
10055,2020-08-09,Minnesota,60101.0,874075.0
12808,2020-08-09,Montana,4889.0,184994.0
5625,2020-08-09,Illinois,193998.0,2879908.0
13083,2020-08-09,Oklahoma,43080.0,650485.0
9227,2020-08-09,Iowa,48283.0,470021.0
10331,2020-08-09,Kansas,30638.0,285874.0
2560,2020-08-09,Wyoming,3013.0,53625.0
8675,2020-08-09,Delaware,15502.0,182544.0
9779,2020-08-09,Arkansas,48039.0,514448.0
13633,2020-08-09,Alabama,98387.0,661117.0
5069,2020-08-09,Arizona,186107.0,835640.0
2841,2020-08-09,Michigan,96191.0,2004606.0
8122,2020-08-09,Maryland,94581.0,943842.0
520,2020-08-09,Massachusetts,120711.0,1198899.0
5903,2020-08-09,New Hampshire,6818.0,165754.0
12258,2020-08-09,Mississippi,66646.0,426944.0
7291,2020-08-09,District of Columbia,12653.0,205189.0
1430,2020-08-09,Nebraska,28104.0,271429.0
3957,2020-08-09,California,545787.0,8271959.0
3400,2020-08-09,Vermont,1453.0,99083.0
10607,2020-08-09,Kentucky,34578.0,613857.0
12533,2020-08-09,Maine,4026.0,184944.0
5347,2020-08-09,North Carolina,134766.0,1850330.0
9503,2020-08-09,Pennsylvania,118092.0,1228358.0
2279,2020-08-09,Rhode Island,19832.0,201584.0
5348,2020-08-10,North Carolina,136218.0,1865075.0
8676,2020-08-10,Delaware,15575.0,185038.0
2842,2020-08-10,Michigan,96726.0,2025283.0
5070,2020-08-10,Arizona,186923.0,840708.0
9504,2020-08-10,Pennsylvania,118852.0,1240830.0
6460,2020-08-10,Georgia,216596.0,1642937.0
201,2020-08-10,Washington,64918.0,1156230.0
8400,2020-08-10,Nevada,56230.0,465220.0
8123,2020-08-10,Maryland,95503.0,960552.0
10056,2020-08-10,Minnesota,60898.0,882644.0
7846,2020-08-10,New Mexico,22315.0,610553.0
8952,2020-08-10,Alaska,3718.0,276557.0
12534,2020-08-10,Maine,4042.0,186857.0
521,2020-08-10,Massachusetts,121040.0,1209961.0
13084,2020-08-10,Oklahoma,43566.0,650485.0
7292,2020-08-10,District of Columbia,12753.0,207584.0
1999,2020-08-10,Virginia,100086.0,1160798.0
1135,2020-08-10,New Jersey,184773.0,2139015.0
6738,2020-08-10,Oregon,21272.0,429244.0
13634,2020-08-10,Alabama,101334.0,677547.0
4236,2020-08-10,Colorado,50660.0,546143.0
11709,2020-08-10,North Dakota,7589.0,162126.0
3958,2020-08-10,California,554160.0,8436442.0
4792,2020-08-10,South Carolina,100435.0,690471.0
10332,2020-08-10,Kansas,30638.0,294939.0
5626,2020-08-10,Illinois,195380.0,2910942.0
3680,2020-08-10,Wisconsin,64835.0,1001402.0
12809,2020-08-10,Montana,4952.0,188388.0
13359,2020-08-10,Utah,44127.0,530653.0
9228,2020-08-10,Iowa,48789.0,472316.0
12259,2020-08-10,Mississippi,67173.0,426944.0
11984,2020-08-10,Missouri,57379.0,709964.0
7569,2020-08-10,Ohio,100848.0,1585913.0
2280,2020-08-10,Rhode Island,19906.0,202413.0
13909,2020-08-10,Connecticut,50320.0,852390.0
3401,2020-08-10,Vermont,1458.0,99755.0
10608,2020-08-10,Kentucky,34982.0,622553.0
1431,2020-08-10,Nebraska,28245.0,274203.0
4514,2020-08-10,Texas,486362.0,3582844.0
14184,2020-08-10,Idaho,24495.0,181805.0
10884,2020-08-10,West Virginia,7694.0,319290.0
11159,2020-08-10,South Dakota,9605.0,111814.0
11434,2020-08-10,Louisiana,131399.0,1415972.0
3122,2020-08-10,New York,420860.0,6142310.0
7015,2020-08-10,Tennessee,122712.0,1603993.0
2561,2020-08-10,Wyoming,3050.0,54640.0
834,2020-08-10,Florida,525106.0,3476896.0
1715,2020-08-10,Indiana,74328.0,777119.0
9780,2020-08-10,Arkansas,49383.0,519292.0
5904,2020-08-10,New Hampshire,6831.0,167438.0
6182,2020-08-10,Hawaii,3346.0,138598.0
11160,2020-08-11,South Dakota,9663.0,112696.0
13635,2020-08-11,Alabama,103020.0,679838.0
1432,2020-08-11,Nebraska,28432.0,277036.0
2562,2020-08-11,Wyoming,3042.0,55779.0
7570,2020-08-11,Ohio,101731.0,1604944.0
12535,2020-08-11,Maine,4049.0,188403.0
2843,2020-08-11,Michigan,97306.0,2048341.0
3959,2020-08-11,California,561911.0,8611868.0
14185,2020-08-11,Idaho,24671.0,183305.0
9781,2020-08-11,Arkansas,50028.0,522457.0
8677,2020-08-11,Delaware,15634.0,186501.0
12810,2020-08-11,Montana,5017.0,189308.0
7016,2020-08-11,Tennessee,123914.0,1615869.0
7847,2020-08-11,New Mexico,22444.0,617694.0
8401,2020-08-11,Nevada,56972.0,467229.0
5627,2020-08-11,Illinois,196699.0,2950755.0
11435,2020-08-11,Louisiana,131961.0,1435439.0
6739,2020-08-11,Oregon,21488.0,435314.0
6461,2020-08-11,Georgia,219025.0,1672897.0
1136,2020-08-11,New Jersey,185031.0,2164835.0
13085,2020-08-11,Oklahoma,43963.0,669507.0
10333,2020-08-11,Kansas,31730.0,294939.0
835,2020-08-11,Florida,529256.0,3506483.0
1716,2020-08-11,Indiana,74992.0,785793.0
5905,2020-08-11,New Hampshire,6840.0,168538.0
3123,2020-08-11,New York,421336.0,6218702.0
9505,2020-08-11,Pennsylvania,119453.0,1255313.0
6183,2020-08-11,Hawaii,3498.0,142198.0
5071,2020-08-11,Arizona,187523.0,848538.0
4793,2020-08-11,South Carolina,101159.0,694221.0
13360,2020-08-11,Utah,44390.0,533332.0
10885,2020-08-11,West Virginia,7754.0,322734.0
202,2020-08-11,Washington,65721.0,1171498.0
12260,2020-08-11,Mississippi,67649.0,436111.0
11985,2020-08-11,Missouri,59954.0,726285.0
10057,2020-08-11,Minnesota,61516.0,884191.0
2281,2020-08-11,Rhode Island,19934.0,204117.0
4515,2020-08-11,Texas,490817.0,3588243.0
5349,2020-08-11,North Carolina,136844.0,1879603.0
522,2020-08-11,Massachusetts,121315.0,1224637.0
3681,2020-08-11,Wisconsin,65356.0,1014277.0
10609,2020-08-11,Kentucky,35254.0,632562.0
7293,2020-08-11,District of Columbia,12807.0,211853.0
4237,2020-08-11,Colorado,51039.0,549859.0
2000,2020-08-11,Virginia,100749.0,1169800.0
11710,2020-08-11,North Dakota,7706.0,163973.0
8953,2020-08-11,Alaska,3786.0,286909.0
8124,2020-08-11,Maryland,96258.0,970616.0
13910,2020-08-11,Connecticut,50567.0,860615.0
3402,2020-08-11,Vermont,1461.0,100736.0
9229,2020-08-11,Iowa,49071.0,474591.0
4794,2020-08-12,South Carolina,102130.0,697115.0
13911,2020-08-12,Connecticut,50684.0,868577.0
7017,2020-08-12,Tennessee,124915.0,1633299.0
10334,2020-08-12,Kansas,31730.0,302016.0
3960,2020-08-12,California,574411.0,8717411.0
6462,2020-08-12,Georgia,222588.0,1690589.0
9506,2020-08-12,Pennsylvania,120281.0,1271976.0
10886,2020-08-12,West Virginia,7875.0,327231.0
5350,2020-08-12,North Carolina,137895.0,1684222.0
6740,2020-08-12,Oregon,21774.0,440520.0
10610,2020-08-12,Kentucky,35793.0,637830.0
11161,2020-08-12,South Dakota,9713.0,113813.0
8402,2020-08-12,Nevada,57520.0,469487.0
4238,2020-08-12,Colorado,51441.0,554034.0
8954,2020-08-12,Alaska,3835.0,288686.0
8678,2020-08-12,Delaware,15699.0,186501.0
1433,2020-08-12,Nebraska,28696.0,279432.0
9782,2020-08-12,Arkansas,50411.0,522457.0
10058,2020-08-12,Minnesota,61839.0,890482.0
5072,2020-08-12,Arizona,188737.0,854785.0
6184,2020-08-12,Hawaii,3638.0,146275.0
5906,2020-08-12,New Hampshire,6861.0,173564.0
9230,2020-08-12,Iowa,49329.0,478342.0
5628,2020-08-12,Illinois,198248.0,2991208.0
4516,2020-08-12,Texas,500620.0,3599540.0
7571,2020-08-12,Ohio,102826.0,1624132.0
7294,2020-08-12,District of Columbia,12896.0,213782.0
13086,2020-08-12,Oklahoma,44728.0,676709.0
523,2020-08-12,Massachusetts,121707.0,1240101.0
13636,2020-08-12,Alabama,103851.0,690985.0
2563,2020-08-12,Wyoming,3073.0,56245.0
12811,2020-08-12,Montana,5104.0,190768.0
14186,2020-08-12,Idaho,25100.0,186649.0
2844,2020-08-12,Michigan,98213.0,2083152.0
11711,2020-08-12,North Dakota,7877.0,165049.0
2282,2020-08-12,Rhode Island,20053.0,206004.0
203,2020-08-12,Washington,66404.0,1187509.0
12536,2020-08-12,Maine,4050.0,195048.0
1137,2020-08-12,New Jersey,185475.0,2190078.0
8125,2020-08-12,Maryland,96843.0,981454.0
1717,2020-08-12,Indiana,75862.0,790472.0
11986,2020-08-12,Missouri,60935.0,736051.0
3124,2020-08-12,New York,422003.0,6305778.0
12261,2020-08-12,Mississippi,68293.0,438440.0
3403,2020-08-12,Vermont,1473.0,101788.0
836,2020-08-12,Florida,535018.0,3536678.0
13361,2020-08-12,Utah,44752.0,536946.0
3682,2020-08-12,Wisconsin,66123.0,1023723.0
11436,2020-08-12,Louisiana,133125.0,1464305.0
2001,2020-08-12,Virginia,101745.0,1185035.0
7848,2020-08-12,New Mexico,22643.0,622007.0
837,2020-08-13,Florida,543113.0,3564981.0
12262,2020-08-13,Mississippi,69374.0,438440.0
13637,2020-08-13,Alabama,104786.0,697005.0
10887,2020-08-13,West Virginia,8008.0,331364.0
1138,2020-08-13,New Jersey,185938.0,2217096.0
2564,2020-08-13,Wyoming,3086.0,56452.0
10335,2020-08-13,Kansas,32547.0,302016.0
11162,2020-08-13,South Dakota,9815.0,114873.0
204,2020-08-13,Washington,67005.0,1202020.0
6741,2020-08-13,Oregon,22022.0,444963.0
5629,2020-08-13,Illinois,199893.0,3035380.0
4795,2020-08-13,South Carolina,102974.0,702119.0
12812,2020-08-13,Montana,5268.0,192413.0
12537,2020-08-13,Maine,4070.0,198195.0
7018,2020-08-13,Tennessee,126393.0,1659210.0
7849,2020-08-13,New Mexico,22816.0,627504.0
3683,2020-08-13,Wisconsin,66654.0,1035195.0
5073,2020-08-13,Arizona,189443.0,867384.0
2845,2020-08-13,Michigan,98689.0,2122530.0
9783,2020-08-13,Arkansas,51114.0,531714.0
4517,2020-08-13,Texas,506820.0,3717188.0
11712,2020-08-13,North Dakota,7964.0,166869.0
1434,2020-08-13,Nebraska,29030.0,280400.0
14187,2020-08-13,Idaho,25595.0,188480.0
5351,2020-08-13,North Carolina,139061.0,1709865.0
8679,2020-08-13,Delaware,15699.0,189661.0
9507,2020-08-13,Pennsylvania,121130.0,1288873.0
13912,2020-08-13,Connecticut,50706.0,876553.0
10611,2020-08-13,Kentucky,36945.0,649934.0
524,2020-08-13,Massachusetts,122000.0,1267661.0
8955,2020-08-13,Alaska,3896.0,290075.0
3125,2020-08-13,New York,422703.0,6392941.0
11987,2020-08-13,Missouri,62530.0,747560.0
6185,2020-08-13,Hawaii,3958.0,146275.0
3404,2020-08-13,Vermont,1478.0,102525.0
13362,2020-08-13,Utah,45090.0,541000.0
2002,2020-08-13,Virginia,102521.0,1202481.0
2283,2020-08-13,Rhode Island,20129.0,208234.0
1718,2020-08-13,Indiana,76522.0,800405.0
9231,2020-08-13,Iowa,49806.0,484477.0
6463,2020-08-13,Georgia,226153.0,1713942.0
10059,2020-08-13,Minnesota,62303.0,900103.0
8403,2020-08-13,Nevada,58048.0,474494.0
3961,2020-08-13,California,586056.0,8852352.0
8126,2020-08-13,Maryland,97384.0,996934.0
11437,2020-08-13,Louisiana,134304.0,1480541.0
7295,2020-08-13,District of Columbia,12959.0,216625.0
13087,2020-08-13,Oklahoma,45398.0,685169.0
5907,2020-08-13,New Hampshire,6887.0,174695.0
7572,2020-08-13,Ohio,104248.0,1647881.0
4239,2020-08-13,Colorado,51756.0,561147.0
10060,2020-08-14,Minnesota,62993.0,909823.0
5074,2020-08-14,Arizona,190794.0,875854.0
10336,2020-08-14,Kansas,32547.0,309158.0
6742,2020-08-14,Oregon,22300.0,450494.0
14188,2020-08-14,Idaho,26133.0,191590.0
4518,2020-08-14,Texas,513575.0,3761448.0
11988,2020-08-14,Missouri,63797.0,759599.0
12538,2020-08-14,Maine,4089.0,200928.0
7296,2020-08-14,District of Columbia,13024.0,223187.0
7573,2020-08-14,Ohio,105426.0,1672852.0
8127,2020-08-14,Maryland,98160.0,1011398.0
7850,2020-08-14,New Mexico,22987.0,635882.0
6464,2020-08-14,Georgia,228668.0,1738158.0
3126,2020-08-14,New York,423440.0,6477669.0
838,2020-08-14,Florida,549340.0,3597280.0
10888,2020-08-14,West Virginia,8151.0,336426.0
4240,2020-08-14,Colorado,52219.0,567787.0
1435,2020-08-14,Nebraska,29244.0,284564.0
7019,2020-08-14,Tennessee,128511.0,1681585.0
2003,2020-08-14,Virginia,103622.0,1215434.0
9508,2020-08-14,Pennsylvania,122121.0,1304739.0
525,2020-08-14,Massachusetts,122319.0,1289001.0
11438,2020-08-14,Louisiana,135439.0,1500275.0
13088,2020-08-14,Oklahoma,46103.0,696345.0
3962,2020-08-14,California,593141.0,8955523.0
5908,2020-08-14,New Hampshire,6921.0,174695.0
8404,2020-08-14,Nevada,58650.0,478455.0
205,2020-08-14,Washington,67611.0,1215907.0
1719,2020-08-14,Indiana,77565.0,807857.0
9232,2020-08-14,Iowa,50336.0,489305.0
2284,2020-08-14,Rhode Island,20240.0,209530.0
13363,2020-08-14,Utah,45424.0,544660.0
6186,2020-08-14,Hawaii,4312.0,149305.0
3405,2020-08-14,Vermont,1484.0,104031.0
8956,2020-08-14,Alaska,3978.0,291851.0
8680,2020-08-14,Delaware,15967.0,191135.0
2565,2020-08-14,Wyoming,3119.0,56809.0
13638,2020-08-14,Alabama,105557.0,718675.0
5352,2020-08-14,North Carolina,140824.0,1735232.0
11163,2020-08-14,South Dakota,9897.0,115990.0
5630,2020-08-14,Illinois,201727.0,3082657.0
12813,2020-08-14,Montana,5407.0,194320.0
1139,2020-08-14,New Jersey,186594.0,2242677.0
4796,2020-08-14,South Carolina,103909.0,746943.0
3684,2020-08-14,Wisconsin,67622.0,1044613.0
10612,2020-08-14,Kentucky,37686.0,662344.0
12263,2020-08-14,Mississippi,69986.0,440112.0
11713,2020-08-14,North Dakota,8164.0,168281.0
9784,2020-08-14,Arkansas,51766.0,536268.0
13913,2020-08-14,Connecticut,50782.0,886793.0
2846,2020-08-14,Michigan,99856.0,2160427.0
3127,2020-08-15,New York,424167.0,6565603.0
3406,2020-08-15,Vermont,1501.0,106857.0
13914,2020-08-15,Connecticut,50897.0,886793.0
4797,2020-08-15,South Carolina,104841.0,754518.0
1720,2020-08-15,Indiana,78632.0,817939.0
12264,2020-08-15,Mississippi,70930.0,448010.0
10337,2020-08-15,Kansas,33885.0,309158.0
6465,2020-08-15,Georgia,231895.0,1752898.0
2004,2020-08-15,Virginia,104838.0,1231490.0
5075,2020-08-15,Arizona,191721.0,884537.0
8957,2020-08-15,Alaska,4078.0,292515.0
6187,2020-08-15,Hawaii,4312.0,151723.0
13364,2020-08-15,Utah,45976.0,548757.0
2285,2020-08-15,Rhode Island,20335.0,211327.0
9233,2020-08-15,Iowa,50932.0,494281.0
5909,2020-08-15,New Hampshire,6921.0,176397.0
13089,2020-08-15,Oklahoma,46897.0,706619.0
526,2020-08-15,Massachusetts,122531.0,1311604.0
9509,2020-08-15,Pennsylvania,122950.0,1319884.0
2566,2020-08-15,Wyoming,3183.0,56809.0
5631,2020-08-15,Illinois,204023.0,3125243.0
12814,2020-08-15,Montana,5541.0,195277.0
13639,2020-08-15,Alabama,106309.0,729437.0
7851,2020-08-15,New Mexico,23160.0,641989.0
9785,2020-08-15,Arkansas,52392.0,536268.0
5353,2020-08-15,North Carolina,142170.0,1759695.0
2847,2020-08-15,Michigan,100724.0,2189997.0
14189,2020-08-15,Idaho,26631.0,193839.0
12539,2020-08-15,Maine,4115.0,203210.0
6743,2020-08-15,Oregon,22613.0,461861.0
7297,2020-08-15,District of Columbia,13118.0,226057.0
7574,2020-08-15,Ohio,106557.0,1694676.0
10061,2020-08-15,Minnesota,63723.0,920060.0
8128,2020-08-15,Maryland,98875.0,1027959.0
8681,2020-08-15,Delaware,16340.0,192365.0
1140,2020-08-15,New Jersey,187164.0,2273941.0
4519,2020-08-15,Texas,520593.0,3792838.0
11714,2020-08-15,North Dakota,8316.0,169701.0
11439,2020-08-15,Louisiana,136737.0,1500275.0
4241,2020-08-15,Colorado,52538.0,573467.0
11164,2020-08-15,South Dakota,10024.0,117331.0
7020,2020-08-15,Tennessee,130458.0,1698011.0
3685,2020-08-15,Wisconsin,68681.0,1055119.0
11989,2020-08-15,Missouri,65270.0,769044.0
206,2020-08-15,Washington,68234.0,1224398.0
10889,2020-08-15,West Virginia,8274.0,341787.0
3963,2020-08-15,California,601075.0,9067422.0
8405,2020-08-15,Nevada,59749.0,482242.0
10613,2020-08-15,Kentucky,38298.0,673046.0
839,2020-08-15,Florida,557337.0,3633088.0
1436,2020-08-15,Nebraska,29660.0,287695.0
3128,2020-08-16,New York,424901.0,6642688.0
5632,2020-08-16,Illinois,205851.0,3160770.0
9510,2020-08-16,Pennsylvania,123800.0,1332403.0
527,2020-08-16,Massachusetts,122897.0,1326768.0
13915,2020-08-16,Connecticut,50897.0,886793.0
2567,2020-08-16,Wyoming,3227.0,56809.0
12815,2020-08-16,Montana,5659.0,196174.0
3686,2020-08-16,Wisconsin,69547.0,1060533.0
13640,2020-08-16,Alabama,107580.0,737991.0
11165,2020-08-16,South Dakota,10118.0,118500.0
9786,2020-08-16,Arkansas,51992.0,569385.0
8129,2020-08-16,Maryland,99693.0,1042198.0
840,2020-08-16,Florida,563628.0,3659212.0
7298,2020-08-16,District of Columbia,13159.0,229632.0
1141,2020-08-16,New Jersey,187442.0,2302731.0
14190,2020-08-16,Idaho,27173.0,195745.0
6744,2020-08-16,Oregon,23018.0,465535.0
10062,2020-08-16,Minnesota,64413.0,928902.0
1437,2020-08-16,Nebraska,29988.0,290635.0
12540,2020-08-16,Maine,4144.0,206055.0
4242,2020-08-16,Colorado,52838.0,581397.0
8682,2020-08-16,Delaware,16396.0,193934.0
5354,2020-08-16,North Carolina,143706.0,1779694.0
5076,2020-08-16,Arizona,192654.0,898437.0
11990,2020-08-16,Missouri,66397.0,778143.0
13090,2020-08-16,Oklahoma,47798.0,706619.0
2848,2020-08-16,Michigan,101782.0,2218791.0
11715,2020-08-16,North Dakota,8439.0,171213.0
10890,2020-08-16,West Virginia,8457.0,346775.0
10338,2020-08-16,Kansas,33885.0,309158.0
12265,2020-08-16,Mississippi,71755.0,448010.0
2005,2020-08-16,Virginia,105750.0,1247161.0
4520,2020-08-16,Texas,528838.0,3903459.0
7852,2020-08-16,New Mexico,23302.0,647165.0
8958,2020-08-16,Alaska,4162.0,297252.0
7021,2020-08-16,Tennessee,131747.0,1723632.0
6188,2020-08-16,Hawaii,4543.0,154474.0
13365,2020-08-16,Utah,46321.0,552205.0
4798,2020-08-16,South Carolina,105882.0,761104.0
2286,2020-08-16,Rhode Island,20439.0,212564.0
7575,2020-08-16,Ohio,107674.0,1721358.0
207,2020-08-16,Washington,68579.0,1229199.0
11440,2020-08-16,Louisiana,136737.0,1520169.0
5910,2020-08-16,New Hampshire,6980.0,177941.0
1721,2020-08-16,Indiana,79676.0,826436.0
3407,2020-08-16,Vermont,1510.0,107826.0
10614,2020-08-16,Kentucky,38930.0,673046.0
3964,2020-08-16,California,613689.0,9176573.0
6466,2020-08-16,Georgia,235168.0,1768243.0
8406,2020-08-16,Nevada,60608.0,486158.0
9234,2020-08-16,Iowa,51793.0,498765.0
7853,2020-08-17,New Mexico,23408.0,653650.0
6467,2020-08-17,Georgia,237030.0,1788556.0
7299,2020-08-17,District of Columbia,13220.0,232382.0
10891,2020-08-17,West Virginia,8564.0,352207.0
4243,2020-08-17,Colorado,53176.0,586280.0
1142,2020-08-17,New Jersey,187455.0,2323303.0
14191,2020-08-17,Idaho,27477.0,196827.0
12541,2020-08-17,Maine,4168.0,208357.0
6745,2020-08-17,Oregon,23262.0,467766.0
8683,2020-08-17,Delaware,16451.0,196102.0
7576,2020-08-17,Ohio,108287.0,1739954.0
2849,2020-08-17,Michigan,102259.0,2237458.0
7022,2020-08-17,Tennessee,133708.0,1736364.0
9787,2020-08-17,Arkansas,52665.0,569385.0
11716,2020-08-17,North Dakota,8582.0,171772.0
13091,2020-08-17,Oklahoma,48342.0,706619.0
3965,2020-08-17,California,621562.0,9305749.0
8407,2020-08-17,Nevada,61305.0,489456.0
528,2020-08-17,Massachusetts,123200.0,1341501.0
1438,2020-08-17,Nebraska,30241.0,292619.0
11166,2020-08-17,South Dakota,10274.0,118933.0
5911,2020-08-17,New Hampshire,6988.0,178967.0
9235,2020-08-17,Iowa,52428.0,501262.0
5633,2020-08-17,Illinois,207413.0,3197243.0
5355,2020-08-17,North Carolina,144952.0,1789956.0
208,2020-08-17,Washington,68729.0,1244746.0
2568,2020-08-17,Wyoming,3286.0,57567.0
12816,2020-08-17,Montana,5750.0,198933.0
3687,2020-08-17,Wisconsin,70246.0,1066040.0
13366,2020-08-17,Utah,46652.0,555309.0
13641,2020-08-17,Alabama,108433.0,743919.0
6189,2020-08-17,Hawaii,4825.0,156906.0
8959,2020-08-17,Alaska,4263.0,301335.0
2006,2020-08-17,Virginia,106687.0,1266021.0
11441,2020-08-17,Louisiana,137918.0,1535804.0
2287,2020-08-17,Rhode Island,20514.0,213250.0
9511,2020-08-17,Pennsylvania,124460.0,1342475.0
3408,2020-08-17,Vermont,1515.0,109712.0
5077,2020-08-17,Arizona,193537.0,904383.0
4521,2020-08-17,Texas,535582.0,3933217.0
8130,2020-08-17,Maryland,100212.0,1056897.0
10339,2020-08-17,Kansas,33885.0,319095.0
1722,2020-08-17,Indiana,80415.0,833627.0
4799,2020-08-17,South Carolina,106497.0,766594.0
841,2020-08-17,Florida,567375.0,3676782.0
10063,2020-08-17,Minnesota,65152.0,934307.0
11991,2020-08-17,Missouri,67475.0,789994.0
10615,2020-08-17,Kentucky,39315.0,677125.0
12266,2020-08-17,Mississippi,72136.0,452177.0
3129,2020-08-17,New York,425508.0,6699171.0
13916,2020-08-17,Connecticut,50897.0,930701.0
2850,2020-08-18,Michigan,102749.0,2259122.0
13917,2020-08-18,Connecticut,51267.0,941476.0
8684,2020-08-18,Delaware,16536.0,197252.0
2569,2020-08-18,Wyoming,3331.0,59078.0
8960,2020-08-18,Alaska,4313.0,305630.0
2007,2020-08-18,Virginia,107421.0,1282023.0
9236,2020-08-18,Iowa,52722.0,504147.0
5634,2020-08-18,Illinois,209186.0,3229678.0
6190,2020-08-18,Hawaii,5042.0,158984.0
4800,2020-08-18,South Carolina,106953.0,770809.0
2288,2020-08-18,Rhode Island,20572.0,215471.0
11717,2020-08-18,North Dakota,8641.0,172146.0
5078,2020-08-18,Arizona,194005.0,909077.0
5356,2020-08-18,North Carolina,145516.0,1804341.0
3688,2020-08-18,Wisconsin,70715.0,1075397.0
209,2020-08-18,Washington,69369.0,1259249.0
13367,2020-08-18,Utah,46894.0,559027.0
4522,2020-08-18,Texas,542950.0,3950413.0
9788,2020-08-18,Arkansas,53077.0,579575.0
3409,2020-08-18,Vermont,1527.0,110467.0
11992,2020-08-18,Missouri,68623.0,798064.0
13642,2020-08-18,Alabama,109004.0,757898.0
1439,2020-08-18,Nebraska,30372.0,294924.0
12817,2020-08-18,Montana,5792.0,199666.0
5912,2020-08-18,New Hampshire,7004.0,179890.0
4244,2020-08-18,Colorado,53370.0,590200.0
1723,2020-08-18,Indiana,81006.0,846767.0
529,2020-08-18,Massachusetts,123413.0,1352979.0
6468,2020-08-18,Georgia,238861.0,1818642.0
7300,2020-08-18,District of Columbia,13273.0,236153.0
3966,2020-08-18,California,628031.0,9416372.0
10616,2020-08-18,Kentucky,39691.0,686601.0
8408,2020-08-18,Nevada,61967.0,491289.0
14192,2020-08-18,Idaho,27660.0,198927.0
842,2020-08-18,Florida,570024.0,3699108.0
9512,2020-08-18,Pennsylvania,124844.0,1353987.0
7577,2020-08-18,Ohio,109062.0,1759075.0
6746,2020-08-18,Oregon,23451.0,472662.0
7023,2020-08-18,Tennessee,134744.0,1758594.0
11442,2020-08-18,Louisiana,138485.0,1550866.0
13092,2020-08-18,Oklahoma,48711.0,725674.0
10892,2020-08-18,West Virginia,8632.0,356994.0
8131,2020-08-18,Maryland,100715.0,1066070.0
1143,2020-08-18,New Jersey,187767.0,2344647.0
7854,2020-08-18,New Mexico,23500.0,659474.0
